id,description,recipe_id,measure,parsedName,quantity,cleanDescription,,Store Section
46078,1 ½ teaspoons pumpkin pie spice,4871,,,,1 1/2 teaspoons pumpkin pie spice,,
46079,1 teaspoon honey,4871,teaspoon,honey,1,1 teaspoon honey,,
46080,½ teaspoon ground cinnamon,4871,teaspoon,cinnamon,2-Jan,1/2 teaspoon ground cinnamon,,
46081,cooking spray,4871,,cooking spray,,cooking spray,,
46082,"½ small cucumber, sliced thin",4872,,cucumber,2-Jan,"1/2 small cucumber, sliced thin",,
46083,"½ nectarine, pitted and chopped",4872,,nectarine,2-Jan,"1/2 nectarine, pitted and chopped",,
46084,"½ lemon, sliced",4872,,lemon,2-Jan,"1/2 lemon, sliced",,
46085,"½ lemon, juiced",4872,,lemon,2-Jan,"1/2 lemon, juiced",,
46086,"½ lime, sliced",4872,,lime,2-Jan,"1/2 lime, sliced",,
46087,"½ lime, juiced",4872,,lime,2-Jan,"1/2 lime, juiced",,
46088,"4 slices ginger root, peeled, or more to taste",4872,slice,ginger root,4,"4 slices ginger root, peeled, or more to taste",,
46089,"10 melissa leaves (lemon balm), or more to taste",4872,,melissa leaves,10,"10 melissa leaves (lemon balm), or more to taste",,
46090,2 quarts water,4872,quart,water,2,2 quarts water,,
46091,"1 drop liquid stevia, or to taste (Optional)",4872,,drop liquid stevia,1,"1 drop liquid stevia, or to taste (Optional)",,
46092,cooking spray,4873,,cooking spray,,cooking spray,,
46093,"1 egg, beaten",4873,,egg,1,"1 egg, beaten",,
46094,1 tablespoon water,4873,tablespoon,water,1,1 tablespoon water,,
46095,⅛ teaspoon ground black pepper,4873,teaspoon,black pepper,,1/8 teaspoon ground black pepper,,
46096,½ cup Italian-seasoned bread crumbs,4873,cup,bread crumbs,2-Jan,1/2 cup Italian-seasoned bread crumbs,,
46097,1 tablespoon Parmesan cheese,4873,tablespoon,Parmesan cheese,1,1 tablespoon Parmesan cheese,,
46098,1 teaspoon dried parsley,4873,teaspoon,parsley,1,1 teaspoon dried parsley,,
46099,½ teaspoon garlic powder,4873,teaspoon,garlic powder,2-Jan,1/2 teaspoon garlic powder,,
46100,½ teaspoon onion powder,4873,teaspoon,onion powder,2-Jan,1/2 teaspoon onion powder,,
46101,4 cups (1/2-inch-thick) sliced zucchini,4873,cup,zucchini,4,4 cups (1/2-inch-thick) sliced zucchini,,
46102,2 cups vegetable broth,4874,cup,vegetable broth,2,2 cups vegetable broth,,
46103,"1 cup quinoa, rinsed",4874,cup,quinoa,1,"1 cup quinoa, rinsed",,
46104,1 tablespoon olive oil,4874,tablespoon,olive oil,1,1 tablespoon olive oil,,
46105,1 teaspoon sesame oil,4874,teaspoon,sesame oil,1,1 teaspoon sesame oil,,
46106,1 cup finely diced carrots,4874,cup,carrots,1,1 cup finely diced carrots,,
46107,½ cup chopped green onions,4874,cup,green onions,2-Jan,1/2 cup chopped green onions,,
46108,"2 cloves garlic, minced",4874,clove,garlic,2,"2 cloves garlic, minced",,
46109,"½ cup frozen peas, thawed",4874,cup,peas,2-Jan,"1/2 cup frozen peas, thawed",,
46110,"2 eggs, beaten",4874,,eggs,2,"2 eggs, beaten",,
46111,2 tablespoons light soy sauce,4874,tablespoon,soy sauce,2,2 tablespoons light soy sauce,,
46112,"1 pinch sea salt, or to taste",4874,pinch,sea salt,1,"1 pinch sea salt, or to taste",,
46113,3 medium spaghetti squash,4875,,spaghetti squash,3,3 medium spaghetti squash,,
46114,salt and ground black pepper to taste,4875,,salt and black pepper,,salt and ground black pepper to taste,,
46115,½ cup part-skim ricotta cheese,4875,cup,ricotta cheese,2-Jan,1/2 cup part-skim ricotta cheese,,
46116,3 tablespoons grated Parmesan cheese,4875,tablespoon,Parmesan cheese,3,3 tablespoons grated Parmesan cheese,,
46117,1 tablespoon chopped fresh parsley,4875,tablespoon,parsley,1,1 tablespoon chopped fresh parsley,,
46118,1 teaspoon olive oil,4875,teaspoon,olive oil,1,1 teaspoon olive oil,,
46119,"½ large onion, minced",4875,,onion,2-Jan,"1/2 large onion, minced",,
46120,"3 cloves garlic, minced",4875,clove,garlic,3,"3 cloves garlic, minced",,
46121,1 pound bulk Italian sausage,4875,pound,bulk Italian sausage,1,1 pound bulk Italian sausage,,
46122,1 (14 ounce) can crushed tomatoes,4875,,tomatoes,1,1 (14 ounce) can crushed tomatoes,,
46123,2 tablespoons chopped fresh basil,4875,tablespoon,basil,2,2 tablespoons chopped fresh basil,,
46124,1 cup shredded mozzarella cheese,4875,cup,mozzarella cheese,1,1 cup shredded mozzarella cheese,,
46125,4 cups whole wheat flour,4876,cup,whole wheat flour,4,4 cups whole wheat flour,,
46126,2 tablespoons baking powder,4876,tablespoon,baking powder,2,2 tablespoons baking powder,,
46127,¼ cup white sugar,4876,cup,white sugar,4-Jan,1/4 cup white sugar,,
46128,2 teaspoons salt,4876,teaspoon,salt,2,2 teaspoons salt,,
46129,1 ½ cups applesauce,4876,,,,1 1/2 cups applesauce,,
46130,¾ cup peanut oil,4876,cup,peanut oil,4-Mar,3/4 cup peanut oil,,
46131,¼ cup water,4876,cup,water,4-Jan,1/4 cup water,,
46141,2 cups water,4878,cup,water,2,2 cups water,,
46142,1 cup quinoa,4878,cup,quinoa,1,1 cup quinoa,,
46143,1 cup halved red grapes,4878,cup,red grapes,1,1 cup halved red grapes,,
46144,"½ cup Sunsweet® D'Noir™ Prunes, chopped",4878,,,,"1/2 cup Sunsweet® D'Noir™ Prunes, chopped",,
46145,½ cup thinly sliced celery,4878,cup,celery,2-Jan,1/2 cup thinly sliced celery,,
46146,½ cup sliced green onion,4878,cup,green onion,2-Jan,1/2 cup sliced green onion,,
46147,½ cup chopped toasted walnuts,4878,cup,walnuts,2-Jan,1/2 cup chopped toasted walnuts,,
46148,⅓ cup extra-virgin olive oil,4878,cup,olive oil,,1/3 cup extra-virgin olive oil,,
46149,¼ cup red wine vinegar,4878,cup,red wine vinegar,4-Jan,1/4 cup red wine vinegar,,
46150,1 tablespoon honey,4878,tablespoon,honey,1,1 tablespoon honey,,
46151,"½ teaspoon salt, or to taste",4878,teaspoon,salt,2-Jan,"1/2 teaspoon salt, or to taste",,
46152,"1 clove garlic, minced",4878,clove,garlic,1,"1 clove garlic, minced",,
46153,Freshly ground black pepper to taste,4878,,black pepper,,Freshly ground black pepper to taste,,
46154,1 cup olive oil,4879,cup,olive oil,1,1 cup olive oil,,
46155,⅓ cup fresh lemon juice,4879,cup,lemon juice,,1/3 cup fresh lemon juice,,
46156,"1 shallot, diced",4879,,shallot,1,"1 shallot, diced",,
46157,1 ½ tablespoons Dijon mustard,4879,,,,1 1/2 tablespoons Dijon mustard,,
46158,1 tablespoon honey,4879,tablespoon,honey,1,1 tablespoon honey,,
46159,1 pinch kosher salt,4879,pinch,kosher salt,1,1 pinch kosher salt,,
46160,2 cups water,4879,cup,water,2,2 cups water,,
46161,1 cube chicken bouillon,4879,cube,chicken bouillon,1,1 cube chicken bouillon,,
46162,1 cup quinoa,4879,cup,quinoa,1,1 cup quinoa,,
46163,2 tablespoons olive oil,4879,tablespoon,olive oil,2,2 tablespoons olive oil,,
46164,"1 red onion, minced",4879,,red onion,1,"1 red onion, minced",,
46165,"2 cloves garlic, minced",4879,clove,garlic,2,"2 cloves garlic, minced",,
46166,"1 bunch fresh kale, chopped",4879,bunch,kale,1,"1 bunch fresh kale, chopped",,
46167,1 cup pine nuts,4879,cup,pine nuts,1,1 cup pine nuts,,
46168,"1 avocado - peeled, pitted, and diced",4879,,avocado,1,"1 avocado - peeled, pitted, and diced",,
46169,salt and ground black pepper to taste,4879,,salt and black pepper,,salt and ground black pepper to taste,,
46170,"2 tablespoons honey, or more to taste",4880,tablespoon,honey,2,"2 tablespoons honey, or more to taste",,
46171,"1 tablespoon Dijon mustard, or more to taste",4880,tablespoon,Dijon mustard,1,"1 tablespoon Dijon mustard, or more to taste",,
46172,"½ teaspoon ground black pepper, or to taste",4880,teaspoon,black pepper,2-Jan,"1/2 teaspoon ground black pepper, or to taste",,
46173,½ (3 pound) pork loin,4880,,pork loin,2-Jan,1/2 (3 pound) pork loin,,
46174,"½ (8 ounce) can pineapple chunks, drained",4880,,(8 ounce) can pineapple chunks,2-Jan,"1/2 (8 ounce) can pineapple chunks, drained",,
46175,"¼ teaspoon salt, or to taste",4880,teaspoon,salt,4-Jan,"1/4 teaspoon salt, or to taste",,
46176,2 tablespoons olive oil,4881,tablespoon,olive oil,2,2 tablespoons olive oil,,
46177,"2 heads cauliflower, stemmed and chopped",4881,head,cauliflower,2,"2 heads cauliflower, stemmed and chopped",,
46178,¼ cup Greek yogurt,4881,cup,Greek yogurt,4-Jan,1/4 cup Greek yogurt,,
46179,"1 (14.5 ounce) can chicken broth, or as needed",4881,can,"chicken broth, or as needed",1,"1 (14.5 ounce) can chicken broth, or as needed",,
46180,salt and ground black pepper to taste,4881,,salt and black pepper,,salt and ground black pepper to taste,,
46181,2 pounds ground turkey,4881,pound,turkey,2,2 pounds ground turkey,,
46182,"2 cloves garlic, chopped",4881,clove,garlic,2,"2 cloves garlic, chopped",,
46183,2 (1.25 ounce) packages beefy onion soup mix,4881,,(1.25 ounce) packages beefy onion soup mix,2,2 (1.25 ounce) packages beefy onion soup mix,,
46184,2 tablespoons all-purpose flour,4881,tablespoon,all-purpose flour,2,2 tablespoons all-purpose flour,,
46185,"¼ cup water, or as needed",4881,cup,water,4-Jan,"1/4 cup water, or as needed",,
46186,2 (8 ounce) bags frozen corn,4881,,(8 ounce) bags frozen corn,2,2 (8 ounce) bags frozen corn,,
46187,1 cup shredded fat-free Cheddar cheese,4881,cup,Cheddar cheese,1,1 cup shredded fat-free Cheddar cheese,,
46188,"¼ cup french-fried onions, or to taste",4881,cup,onions,4-Jan,"1/4 cup french-fried onions, or to taste",,
46189,6 flounder fillets,4882,,flounder fillets,6,6 flounder fillets,,
46190,¼ cup fresh lime juice,4882,cup,lime juice,4-Jan,1/4 cup fresh lime juice,,
46191,3 tablespoons dried parsley,4882,tablespoon,parsley,3,3 tablespoons dried parsley,,
46192,¼ teaspoon salt,4882,teaspoon,salt,4-Jan,1/4 teaspoon salt,,
46193,½ cup butter,4882,cup,butter,2-Jan,1/2 cup butter,,
46194,¼ cup extra-virgin olive oil,4882,cup,olive oil,4-Jan,1/4 cup extra-virgin olive oil,,
46195,"1 large onion, finely chopped",4882,,onion,1,"1 large onion, finely chopped",,
46196,"1 red bell pepper, chopped",4882,,red bell pepper,1,"1 red bell pepper, chopped",,
46197,"1 orange bell pepper, chopped",4882,,orange bell pepper,1,"1 orange bell pepper, chopped",,
46198,"1 jalapeno pepper, minced",4882,,jalapeno pepper,1,"1 jalapeno pepper, minced",,
46199,"3 cloves garlic, minced",4882,clove,garlic,3,"3 cloves garlic, minced",,
46200,"4 tomatoes, seeded and chopped",4882,,tomatoes,4,"4 tomatoes, seeded and chopped",,
46201,½ cup fresh orange juice,4882,cup,orange juice,2-Jan,1/2 cup fresh orange juice,,
46202,2 tablespoons jerk seasoning,4882,tablespoon,jerk seasoning,2,2 tablespoons jerk seasoning,,
46203,½ teaspoon salt,4882,teaspoon,salt,2-Jan,1/2 teaspoon salt,,
46204,¼ teaspoon ground black pepper,4882,teaspoon,black pepper,4-Jan,1/4 teaspoon ground black pepper,,
46205,½ cup almond milk,4883,cup,almond milk,2-Jan,1/2 cup almond milk,,
46206,"½ cup coconut oil, melted",4883,cup,coconut oil,2-Jan,"1/2 cup coconut oil, melted",,
46207,"3 small bananas, mashed",4883,,bananas,3,"3 small bananas, mashed",,
46208,"2 eggs, lightly beaten",4883,,eggs,2,"2 eggs, lightly beaten",,
46209,⅓ cup agave nectar,4883,cup,agave nectar,,1/3 cup agave nectar,,
46210,1 teaspoon vanilla extract,4883,teaspoon,vanilla extract,1,1 teaspoon vanilla extract,,
46211,2 cups spelt flour,4883,cup,spelt flour,2,2 cups spelt flour,,
46212,1 cup semi-sweet chocolate chips,4883,cup,chocolate chips,1,1 cup semi-sweet chocolate chips,,
46213,2 teaspoons baking powder,4883,teaspoon,baking powder,2,2 teaspoons baking powder,,
46214,½ teaspoon baking soda,4883,teaspoon,baking soda,2-Jan,1/2 teaspoon baking soda,,
46215,½ teaspoon ground cinnamon,4883,teaspoon,cinnamon,2-Jan,1/2 teaspoon ground cinnamon,,
46216,½ teaspoon salt,4883,teaspoon,salt,2-Jan,1/2 teaspoon salt,,
46217,¼ teaspoon ground nutmeg,4883,teaspoon,nutmeg,4-Jan,1/4 teaspoon ground nutmeg,,
46218,1 (.25 ounce) package unflavored gelatin,4883,,gelatin,1,1 (.25 ounce) package unflavored gelatin,,
46219,3 tablespoons whole wheat flour,4884,tablespoon,whole wheat flour,3,3 tablespoons whole wheat flour,,
46220,1 tablespoon old-fashioned rolled oats,4884,tablespoon,rolled oats,1,1 tablespoon old-fashioned rolled oats,,
46221,¼ teaspoon baking soda,4884,teaspoon,baking soda,4-Jan,1/4 teaspoon baking soda,,
46222,¼ teaspoon ground cinnamon,4884,teaspoon,cinnamon,4-Jan,1/4 teaspoon ground cinnamon,,
46223,1 pinch ground cloves,4884,pinch,cloves,1,1 pinch ground cloves,,
46224,1 pinch ground nutmeg,4884,pinch,nutmeg,1,1 pinch ground nutmeg,,
46225,1 pinch baking powder,4884,pinch,baking powder,1,1 pinch baking powder,,
46226,1 pinch salt,4884,pinch,salt,1,1 pinch salt,,
46227,1 egg white,4884,,egg,1,1 egg white,,
46228,"1 tablespoon milk, or more as needed",4884,tablespoon,milk,1,"1 tablespoon milk, or more as needed",,
46229,"1 tablespoon brown sugar, or more to taste",4884,tablespoon,brown sugar,1,"1 tablespoon brown sugar, or more to taste",,
46230,½ teaspoon vanilla extract,4884,teaspoon,vanilla extract,2-Jan,1/2 teaspoon vanilla extract,,
46231,½ cup fresh blueberries,4884,cup,blueberries,2-Jan,1/2 cup fresh blueberries,,
46241,1 (15 ounce) can pumpkin puree,4886,,pumpkin puree,1,1 (15 ounce) can pumpkin puree,,
46242,4 eggs,4886,,eggs,4,4 eggs,,
46243,"½ cup unsalted butter, melted",4886,cup,unsalted butter,2-Jan,"1/2 cup unsalted butter, melted",,
46244,1 ½ cups low-fat buttermilk,4886,,,,1 1/2 cups low-fat buttermilk,,
46245,1 ½ cups packed brown sugar,4886,,,,1 1/2 cups packed brown sugar,,
46246,2 cups white whole wheat flour,4886,cup,white whole wheat flour,2,2 cups white whole wheat flour,,
46247,1 ½ cups all-purpose flour,4886,,,,1 1/2 cups all-purpose flour,,
46248,2 teaspoons baking soda,4886,teaspoon,baking soda,2,2 teaspoons baking soda,,
46249,1 ½ teaspoons salt,4886,,,,1 1/2 teaspoons salt,,
46250,1 teaspoon ground cinnamon,4886,teaspoon,cinnamon,1,1 teaspoon ground cinnamon,,
46251,1 teaspoon ground nutmeg,4886,teaspoon,nutmeg,1,1 teaspoon ground nutmeg,,
46252,½ teaspoon ground cloves,4886,teaspoon,cloves,2-Jan,1/2 teaspoon ground cloves,,
46253,¼ teaspoon ground ginger,4886,teaspoon,ginger,4-Jan,1/4 teaspoon ground ginger,,
46254,⅔ cup raisins,4886,cup,raisins,,2/3 cup raisins,,
46255,⅔ cup pumpkin seeds,4886,cup,pumpkin seeds,,2/3 cup pumpkin seeds,,
46256,1 tablespoon raw sugar for sprinkling on top (Optional),4886,tablespoon,sugar,1,1 tablespoon raw sugar for sprinkling on top (Optional),,
46257,"1 (15 ounce) can garbanzo beans, drained",4887,ounce,can garbanzo beans,1,"1 (15 ounce) can garbanzo beans, drained",,
46258,½ cup chopped celery,4887,cup,celery,2-Jan,1/2 cup chopped celery,,
46259,1 tablespoon diced onion,4887,tablespoon,onion,1,1 tablespoon diced onion,,
46260,"1 apple, cored and chopped",4887,,apple,1,"1 apple, cored and chopped",,
46261,¼ cup chopped walnuts,4887,cup,walnuts,4-Jan,1/4 cup chopped walnuts,,
46262,¼ cup mayonnaise,4887,cup,mayonnaise,4-Jan,1/4 cup mayonnaise,,
46263,1 tablespoon honey,4887,tablespoon,honey,1,1 tablespoon honey,,
46264,½ teaspoon prepared mustard,4887,teaspoon,mustard,2-Jan,1/2 teaspoon prepared mustard,,
46265,¼ teaspoon lemon juice,4887,teaspoon,lemon juice,4-Jan,1/4 teaspoon lemon juice,,
46266,"½ head iceberg lettuce - rinsed, dried, and shredded",4887,head,lettuce,2-Jan,"1/2 head iceberg lettuce - rinsed, dried, and shredded",,
46267,1 ¼ cups walnuts,4888,,,,1 1/4 cups walnuts,,
46268,1 ½ cups whole wheat flour,4888,,,,1 1/2 cups whole wheat flour,,
46269,½ cup all-purpose flour,4888,cup,all-purpose flour,2-Jan,1/2 cup all-purpose flour,,
46270,1 teaspoon ground cinnamon,4888,teaspoon,cinnamon,1,1 teaspoon ground cinnamon,,
46271,¾ teaspoon baking soda,4888,teaspoon,baking soda,4-Mar,3/4 teaspoon baking soda,,
46272,½ teaspoon salt,4888,teaspoon,salt,2-Jan,1/2 teaspoon salt,,
46273,¼ teaspoon ground nutmeg,4888,teaspoon,nutmeg,4-Jan,1/4 teaspoon ground nutmeg,,
46274,"1 ½ cups mashed overripe bananas, or more to taste",4888,,,,"1 1/2 cups mashed overripe bananas, or more to taste",,
46275,½ cup raw honey,4888,cup,raw honey,2-Jan,1/2 cup raw honey,,
46276,"2 eggs, lightly beaten",4888,,eggs,2,"2 eggs, lightly beaten",,
46277,¼ cup plain yogurt,4888,cup,yogurt,4-Jan,1/4 cup plain yogurt,,
46278,"¼ cup coconut oil, melted and cooled",4888,cup,coconut oil,4-Jan,"1/4 cup coconut oil, melted and cooled",,
46279,"2 tablespoons butter, melted and cooled",4888,tablespoon,butter,2,"2 tablespoons butter, melted and cooled",,
46280,1 teaspoon vanilla extract,4888,teaspoon,vanilla extract,1,1 teaspoon vanilla extract,,
46281,1 ½ cups full-fat yogurt,4889,,,,1 1/2 cups full-fat yogurt,,
46282,1 cup white sugar,4889,cup,white sugar,1,1 cup white sugar,,
46283,½ cup canola oil,4889,cup,canola oil,2-Jan,1/2 cup canola oil,,
46284,3 eggs,4889,,eggs,3,3 eggs,,
46285,2 tablespoons brewed coffee (Optional),4889,tablespoon,coffee,2,2 tablespoons brewed coffee (Optional),,
46286,1 teaspoon vanilla extract,4889,teaspoon,vanilla extract,1,1 teaspoon vanilla extract,,
46287,2 ½ cups whole wheat flour,4889,,,,2 1/2 cups whole wheat flour,,
46288,½ cup cocoa powder,4889,cup,cocoa powder,2-Jan,1/2 cup cocoa powder,,
46289,2 ½ teaspoons baking powder,4889,,,,2 1/2 teaspoons baking powder,,
46290,1 teaspoon ground cinnamon,4889,teaspoon,cinnamon,1,1 teaspoon ground cinnamon,,
46291,¾ teaspoon baking soda,4889,teaspoon,baking soda,4-Mar,3/4 teaspoon baking soda,,
46292,½ teaspoon salt,4889,teaspoon,salt,2-Jan,1/2 teaspoon salt,,
46293,1 pinch ground nutmeg,4889,pinch,nutmeg,1,1 pinch ground nutmeg,,
46309,6 cups vegetable broth,4891,cup,vegetable broth,6,6 cups vegetable broth,,
46310,"18 ounces fresh cranberry beans, shelled",4891,ounce,cranberry beans,18,"18 ounces fresh cranberry beans, shelled",,
46311,3 tablespoons olive oil,4891,tablespoon,olive oil,3,3 tablespoons olive oil,,
46312,3 tablespoons butter,4891,tablespoon,butter,3,3 tablespoons butter,,
46313,"1 small onion, diced",4891,,onion,1,"1 small onion, diced",,
46314,"1 clove garlic, minced",4891,clove,garlic,1,"1 clove garlic, minced",,
46315,1 sprig fresh rosemary,4891,sprig,rosemary,1,1 sprig fresh rosemary,,
46316,1 fresh bay leaf,4891,,bay leaf,1,1 fresh bay leaf,,
46317,1 sprig fresh sage,4891,sprig,sage,1,1 sprig fresh sage,,
46318,1 ¼ cups uncooked carnaroli rice,4891,,,,1 1/4 cups uncooked carnaroli rice,,
46319,½ cup dry white wine,4891,cup,dry white wine,2-Jan,1/2 cup dry white wine,,
46320,¾ cup tomato sauce,4891,cup,tomato sauce,4-Mar,3/4 cup tomato sauce,,
46346,1 ½ pounds chicken tenders,4894,,,,1 1/2 pounds chicken tenders,,
46347,¼ teaspoon kosher salt,4894,teaspoon,salt,4-Jan,1/4 teaspoon kosher salt,,
46348,¼ teaspoon ground black pepper,4894,teaspoon,black pepper,4-Jan,1/4 teaspoon ground black pepper,,
46349,4 tablespoons brown sugar,4894,tablespoon,brown sugar,4,4 tablespoons brown sugar,,
46350,2 tablespoons low-sodium soy sauce,4894,tablespoon,soy sauce,2,2 tablespoons low-sodium soy sauce,,
46351,1 ½ tablespoons mirin,4894,,,,1 1/2 tablespoons mirin,,
46352,½ tablespoon grated fresh ginger,4894,tablespoon,ginger,2-Jan,1/2 tablespoon grated fresh ginger,,
46353,1 teaspoon cornstarch,4894,teaspoon,cornstarch,1,1 teaspoon cornstarch,,
46354,1 (8.8 ounce) pouch UNCLE BEN'S® READY RICE® Jasmine,4894,,,,1 (8.8 ounce) pouch UNCLE BEN'S® READY RICE® Jasmine,,
46355,2 tablespoons water,4894,tablespoon,water,2,2 tablespoons water,,
46356,1 ½ tablespoons rice vinegar,4894,,,,1 1/2 tablespoons rice vinegar,,
46357,1 tablespoon furikake (seaweed and sesame rice seasoning),4894,tablespoon,furikake,1,1 tablespoon furikake (seaweed and sesame rice seasoning),,
46358,"¼ cup olive oil, divided",4895,cup,olive oil,4-Jan,"1/4 cup olive oil, divided",,
46359,"2 leeks, chopped",4895,,leeks,2,"2 leeks, chopped",,
