id,Store Section,cleanDescription
40757,Baking Goods,cup brown sugar
40758,Dry Goods,egg
40759,Dry Goods,cup sour milk
40760,Dry Goods,teaspoon vanilla extract
40761,Baking Goods,cup allpurpos flour
40762,Baking Goods,teaspoon bake powder
40763,Baking Goods,teaspoon bake soda
40764,Dry Goods,teaspoon salt
40765,Dry Goods,teaspoon ground cinnamon
40766,Household,cup roll oat
40767,Dry Goods,cup chop walnut
40768,Household,cup raisin
40769,Household,cup semisweet chocol chip
40770,Produce,ounc fillet red snapper
40771,Oils,tablespoon veget oil
40772,Dry Goods,tablespoon dri thyme
40773,Produce,larg mushroom clean dice
40774,Refrigerator,tablespoon butter
40775,Refrigerator,lemon juic
40776,Produce,medium tomato
40777,Produce,clove crush garlic
40778,Dry Goods,salt tast
40779,Dry Goods,ground black pepper tast
40780,Dry Goods,sprig fresh thyme
40781,Baking Goods,tablespoon white wine
40782,Baking Goods,egg white beaten
40783,Dry Goods,ounc dark chocol chip
40784,Household,paper muffin cup liner
40785,Dry Goods,cup almond butter
40786,Baking Goods,cup confection sugar
40787,Oils,tablespoon veget oil
40788,Dry Goods,teaspoon saltfre herb season
40789,Dry Goods,teaspoon ground paprika
40790,Dry Goods,teaspoon salt
40791,Produce,pound flank steak thinli slice grain
40792,Dry Goods,ounc dice tomato undrain
40793,Dry Goods,ounc packag slice mushroom
40794,Produce,medium green bell pepper thinli slice
40795,Produce,medium onion thinli slice
40796,Refrigerator,cup fresh lemon juic
40797,Household,cup tahini
40798,Oils,cup oliv oil
40799,Produce,clove garlic minc
40800,Dry Goods,teaspoon ground cumin
40801,Dry Goods,teaspoon salt
40802,Dry Goods,ounc kidney bean rins drain
40803,Dry Goods,ounc garbanzo bean rins drain
40804,Dry Goods,tablespoon hemp seed heart
40805,Produce,ripe peach peel pit chop
40806,Produce,banana slice
40807,Produce,cup seedless red grape
40808,Produce,cup fresh blueberri
40809,Freezer,cup slice fresh strawberri
40810,Dry Goods,ounc bathroom plastic cup
40811,Produce,fluid ounc bottl tropic juic blend v splash
40817,Baking Goods,tablespoon coconut oil divid
40818,Refrigerator,ounc packag tempeh cut inch cube
40819,Dry Goods,tablespoon curri powder
40820,Produce,yellow onion chop
40821,Produce,bunch kale stem remov discard leav torn bites piec
40822,Dry Goods,teaspoon garlic powder
40823,Cheese,ounc crumbl goat chees
40824,Dry Goods,teaspoon sea salt
40825,Produce,fresh red plum tomato chop
40826,Oils,cup veget stock
40827,Produce,green bell pepper chop
40828,Dry Goods,ounc tomato past
40829,Produce,small mushroom chop
40830,Baking Goods,cup distil white vinegar
40831,Oils,cup oliv oil
40832,Dry Goods,pound lean ground beef
40833,Produce,larg onion chop
40834,Produce,bunch fresh parsley chop
40835,Produce,shallot chop
40836,Produce,clove garlic minc
40837,Produce,habanero pepper chop
40838,Dry Goods,tablespoon italian season
40839,Dry Goods,teaspoon fennel seed
40840,Baking Goods,teaspoon white sugar
40841,Produce,leav fresh basil chop
40842,Produce,bunch fresh kale stem remov leav thinli slice
40843,Oils,teaspoon oliv oil
40844,Dry Goods,pinch salt
40845,Produce,slice bacon
40846,Oils,cup oliv oil
40847,Oils,cup balsam vinegar
40848,Dry Goods,teaspoon soy sauc
40849,Produce,clove garlic crush
40850,Dry Goods,cup sunflow seed
40851,Produce,cup cube fresh pumpkin
40852,Baking Goods,cup unsweeten coconut cream
40853,Baking Goods,cup brown sugar
40854,Produce,young pandan leav
40855,Oils,tablespoon veget oil
40856,Dry Goods,tablespoon honey
40857,Household,cup water
40858,Baking Goods,cup bread flour
40859,Baking Goods,cup whole wheat flour
40860,Dry Goods,teaspoon ground cinnamon
40861,Dry Goods,teaspoon ground mace
40862,Dry Goods,tablespoon dri milk powder
40863,Dry Goods,teaspoon salt
40864,Dry Goods,cup dri cranberri
40865,Produce,dri pineappl ring fine chop
40866,Dry Goods,teaspoon activ dri yeast
40867,Oils,tablespoon oliv oil
40868,Produce,skinless boneless chicken breast cube
40869,Produce,sweet potato cube
40870,Produce,red onion chop
40871,Produce,small eggplant cube
40872,Produce,clove garlic minc
40873,Produce,tablespoon minc fresh ginger root
40874,Dry Goods,teaspoon ground turmer
40875,Dry Goods,cup lowsodium chicken broth
40876,Dry Goods,cup raw unsalt almond
40877,Dry Goods,tablespoon unsweeten cocoa powder
40878,Dry Goods,teaspoon granular sucralos sweeten splenda
40879,Dry Goods,teaspoon cayenn pepper option
40880,Household,cup broccoli floret
40881,Produce,larg egg
40882,Dry Goods,tablespoon breast milk formula
40883,Produce,green bean trim tast
40884,Oils,teaspoon oliv oil
40885,Produce,tablespoon chop garlic
40886,Dry Goods,cup chicken broth
40887,Household,cup water
40888,Dry Goods,red finger chile pepper slice
40889,Produce,clove garlic slice
40890,Dry Goods,tablespoon soy sauc
40891,Dry Goods,tablespoon fish sauc
40892,Dry Goods,tablespoon ground black pepper
40893,Oils,teaspoon rice wine vinegar
40894,Dry Goods,ounc packag korean ramen noodl natur delici
40895,Dry Goods,ounc packag enoki mushroom halv
40896,Refrigerator,scallion cut inch piec tast
40897,Produce,cup whole thai basil leav
40898,Produce,cup whole cilantro leav
40899,Dry Goods,ounc garbanzo bean drain liquid reserv
40900,Refrigerator,tablespoon lemon juic
40901,Oils,tablespoon oliv oil
40902,Dry Goods,tablespoon tahini
40903,Produce,roast red pepper
40904,Dry Goods,teaspoon salt
40905,Produce,clove garlic minc
40906,Produce,larg carrot end trim
40907,Produce,larg celeri stalk
40908,Dry Goods,beet
40909,Produce,green bell pepper
40910,Produce,appl
40911,Produce,teaspoon chop fresh ginger option
40912,Dry Goods,cup vanillaflavor cultur coconut milk
40913,Household,cup steelcut oat
40914,Dry Goods,tablespoon chia seed option
40915,Refrigerator,teaspoon lemon zest
40916,Dry Goods,teaspoon vanilla extract
40917,Produce,ounc fresh blueberri
40918,Oils,teaspoon oliv oil
40919,Produce,jalapeno pepper seed fine chop
40920,Produce,clove garlic minc
40921,Dry Goods,cup veget broth
40922,Dry Goods,ounc black bean drain rins
40923,Dry Goods,ounc dice tomato juic
40924,Dry Goods,cup quinoa
40925,Dry Goods,cup frozen corn kernel
40926,Dry Goods,teaspoon kosher salt
40927,Produce,cup chop fresh cilantro
40928,Produce,lime juic
40929,Produce,larg zucchini fine grate
40930,Dry Goods,teaspoon salt
40931,Dry Goods,egg
40932,Baking Goods,tablespoon allpurpos flour
40933,Cheese,tablespoon parmesan chees
40934,Dry Goods,teaspoon salt
40935,Dry Goods,ground black pepper tast
40936,Oils,oil fri
40937,Cheese,tablespoon grate parmesan chees tast
40938,Dry Goods,pinch salt
40939,Household,cup sour cream top
40940,Dry Goods,ounc packag knorr rice sides™ herb butter
40941,Produce,orang bell pepper seed chop
40942,Produce,cucumb peel slice
40943,Produce,ounc contain cherri grape tomato halv
40944,Produce,red onion chop
40945,Dry Goods,ounc packag frozen shell edamam prepar accord packag direct
40946,Produce,lime juic
40947,Oils,tablespoon oliv oil
40948,Oils,tablespoon white wine vinegar
40949,Dry Goods,salt pepper tast
40950,Baking Goods,tablespoon coconut oil
40951,Dry Goods,cup popcorn kernel
40952,Produce,tablespoon honey tast
40953,Dry Goods,salt tast
40954,Dry Goods,pinch ground cinnamon tast
40955,Dry Goods,pound ground turkey
40956,Dry Goods,teaspoon mexicanstyl chili powder
40957,Dry Goods,teaspoon guajillo chile powder
40958,Dry Goods,teaspoon salt
40959,Dry Goods,teaspoon ground black pepper
40960,Cheese,tablespoon grate parmesan chees
40961,Dry Goods,egg
40962,Oils,tablespoon oliv oil
40963,Produce,onion fine chop
40964,Produce,small jalapeno pepper seed minc
40965,Produce,anaheim new mexico chile pepper seed minc
40966,Produce,tostada shell crush fine crumb
40967,Bread,cup bread crumb
40968,Dry Goods,ounc packag spaghetti
40969,Dry Goods,ounc dice tomato
40970,Produce,onion dice
40971,Dry Goods,chipotl chile adobo sauc fine chop
40972,Dry Goods,ounc jar spaghetti sauc
40973,Dry Goods,tablespoon taco season mix
40974,Household,cup honey
40975,Baking Goods,cup coconut oil
40976,Produce,cup grate carrot
40977,Dry Goods,egg
40978,Baking Goods,cup allpurpos flour
40979,Baking Goods,teaspoon bake powder
40980,Dry Goods,teaspoon ground cinnamon
40981,Dry Goods,teaspoon ground nutmeg
40982,Baking Goods,teaspoon bake soda
40983,Dry Goods,teaspoon salt
40984,Household,cup quickcook oat
40985,Household,cup raisin
40986,Dry Goods,cup chop walnut option
40987,Household,cup water
40988,Dry Goods,cup quinoa rins drain
40989,Dry Goods,teaspoon salt
40990,Oils,teaspoon oliv oil need
40991,Produce,medium bell pepper chop
40992,Produce,tablespoon slice green onion
40993,Produce,clove garlic minc
40994,Produce,larg egg whisk
40995,Dry Goods,tablespoon soy sauc
40996,Dry Goods,tablespoon sriracha sauc tast
40997,Dry Goods,cup chiligarl sauc
40998,Oils,tablespoon veget oil
40999,Dry Goods,tablespoon fish sauc
41000,Dry Goods,pound chicken cut bites piec
41001,Produce,cup coars chop fresh basil
41002,Dry Goods,ounc bamboo shoot drain
41003,Produce,green bell pepper slice strip
41004,Produce,red bell pepper slice strip
41005,Produce,cup fresh green bean inch piec
41006,Household,cup snow pea
41007,Produce,larg carrot thinli slice
41008,Produce,cup slice mushroom
41009,Produce,teaspoon red pepper flake
41010,Dry Goods,salt tast
41011,Dry Goods,cup whole milk
41012,Household,cup halfandhalf cream
41013,Baking Goods,tablespoon white sugar option
41014,Dry Goods,teaspoon lemon extract
41015,Dry Goods,teaspoon ground cinnamon option
41016,Freezer,cup frozen blueberri
41017,Dry Goods,vanilla wafer
41018,Household,ice cube desir
41019,Refrigerator,ounc packag frozen chop spinach thaw drain
41020,Dry Goods,cup milk
41021,Baking Goods,cup dice cook ham
41022,Dry Goods,egg beaten
41023,Baking Goods,cup bake mix bisquick
41024,Produce,cup chop onion
41025,Cheese,cup shred sharp cheddar chees
41026,Cheese,cup shred monterey jack chees
41027,Household,cup wild rice
41028,Household,cup water
41029,Baking Goods,cup brown rice
41030,Household,cup water
41031,Dry Goods,cup chop pecan toast
41032,Household,cup golden raisin
41033,Produce,green onion chop
41034,Produce,cup chop fresh mint leav
41035,Refrigerator,orang zest juic
41036,Dry Goods,cup dri marsala wine option
41037,Oils,cup oliv oil
41038,Dry Goods,salt freshli ground black pepper tast
41039,Household,cup roll oat
41040,Household,cup irish steelcut oat
41041,Produce,ripe banana mash
41042,Dry Goods,cup ground flax seed
41043,Household,cup water
41044,Refrigerator,cup peanut butter
41045,Dry Goods,cup pit chop date option
41046,Dry Goods,cup chop pecan option
41047,Dry Goods,cup chia seed
41048,Baking Goods,tablespoon coconut oil
41049,Dry Goods,teaspoon vanilla extract
41050,Dry Goods,teaspoon salt
41051,Household,cup honey
41052,Household,cup chicken stock
41053,Household,cup water
41054,Dry Goods,ounc packag linguin pasta
41055,Produce,serrano pepper seed chop
41056,Dry Goods,head napa cabbag shred
41057,Produce,link kielbasa sausag slice
41058,Produce,onion slice
41059,Dry Goods,ounc packag cremini mushroom slice
41060,Dry Goods,salt ground white pepper tast
41061,Produce,cup chop cilantro
41062,Dry Goods,pound catfish fillet
41063,Produce,tablespoon lime juic
41064,Dry Goods,teaspoon salt
41065,Dry Goods,teaspoon ground black pepper
41066,Dry Goods,teaspoon garlic powder
41067,Dry Goods,teaspoon paprika
41068,Dry Goods,teaspoon ground cumin
41069,Dry Goods,teaspoon ground coriand
41070,Baking Goods,cook spray
41071,Household,cup sour cream
41072,Produce,tablespoon lime juic
41073,Produce,tablespoon chop fresh cilantro
41074,Dry Goods,tablespoon chipotl pepper adobo sauc
41075,Produce,cup shred red cabbag
41076,Produce,medium red onion thinli slice
41077,Produce,cup chop fresh cilantro
41078,Produce,tablespoon lime juic
41079,Oils,tablespoon oliv oil
41080,Dry Goods,salt ground black pepper tast
41081,Dry Goods,ounc packag corn tortilla
41082,Cheese,cup shred monterey jack chees tast
41083,Produce,medium tomato chop tast
41084,Produce,avocado dice tast
41085,Produce,tablespoon chop green onion tast
41086,Household,cup water
41087,Baking Goods,cup white rice
41088,Dry Goods,tablespoon sesam oil
41089,Produce,cup chop collard green
41090,Produce,teaspoon minc garlic
41091,Dry Goods,pinch red pepper flake tast
41092,Dry Goods,cup almond
41093,Refrigerator,teaspoon lemon juic need
41094,Dry Goods,teaspoon soy sauc
41095,Produce,teaspoon chop fresh ginger
41096,Oils,tablespoon oliv oil
41097,Produce,cup onion chop
41098,Produce,cup chop green bell pepper
41099,Produce,cup chop red bell pepper
41100,Produce,tablespoon minc garlic
41101,Dry Goods,teaspoon dri tarragon
41102,Dry Goods,teaspoon curri powder
41103,Dry Goods,salt ground black pepper tast
41104,Dry Goods,ounc petit dice tomato juic
41105,Dry Goods,cup red lentil
41106,Baking Goods,tablespoon shred sweeten coconut
41107,Household,water
41108,Baking Goods,pound white potato peel cube
41109,Refrigerator,tablespoon butter
41110,Dry Goods,salt pepper tast
41111,Dry Goods,pound bacon dice
41112,Dry Goods,pound torn dandelion green
41113,Produce,medium onion dice
41114,Dry Goods,egg lightli beaten
41115,Baking Goods,cup white vinegar
41116,Baking Goods,tablespoon white sugar
41117,Baking Goods,tablespoon allpurpos flour
41118,Baking Goods,cup cook shrimp
41119,Refrigerator,lemon juic
41120,Dry Goods,salt ground black pepper tast
41121,Produce,pint grape tomato
41122,Dry Goods,cup cook quinoa
41123,Produce,english cucumb chop
41124,Produce,yellow bell pepper chop
41125,Produce,green bell pepper chop
41126,Oils,cup kalamata oliv chop
41127,Produce,red onion chop
41128,Cheese,cup crumbl feta chees
41129,Oils,cup oliv oil
41130,Oils,tablespoon balsam vinegar
41131,Dry Goods,teaspoon oregano
41132,Oils,tablespoon oliv oil
41133,Produce,clove garlic minc tast
41134,Produce,yellow squash cut inch cube
41135,Freezer,cup dice rotisseri chicken meat
41136,Produce,red bell pepper cut inch squar
41137,Dry Goods,salt tast
41138,Baking Goods,oliv oil cook spray
41139,Bread,whole wheat tortilla
41140,Cheese,slice sharp cheddar chees
41141,Dry Goods,cup rins drain can black bean
41142,Produce,avocado mash
41143,Produce,tablespoon chop fresh cilantro
41144,Baking Goods,cook spray
41145,Refrigerator,appl cut inch piec
41146,Produce,banana mash
41147,Household,cup nonfat greek yogurt
41148,Dry Goods,cup almond butter
41149,Dry Goods,egg
41150,Baking Goods,cup whole wheat flour
41151,Household,cup dark chocol chip
41152,Dry Goods,cup whey protein powder
41153,Refrigerator,cup soy milk
41154,Produce,banana
41155,Household,ice cube desir
41156,Produce,tablespoon tart cherri juic
41157,Dry Goods,tablespoon agav nectar
41158,Dry Goods,tablespoon flax seed meal
41159,Dry Goods,teaspoon vanilla extract
41160,Produce,slice lowersodium bacon
41161,Produce,larg white onion dice
41162,Produce,brussel sprout halv lengthwis
41163,Produce,clove garlic chop
41164,Dry Goods,salt ground black pepper tast
41165,Dry Goods,tablespoon grate parmesan chees tast option
41166,Baking Goods,cook spray
41167,Dry Goods,pound green cabbag
41168,Produce,larg garlic clove tast smash
41169,Oils,tablespoon oliv oil
41170,Dry Goods,kosher salt ground black pepper tast
41171,Dry Goods,pound bacon
41172,Baking Goods,tablespoon brown sugar tast
41173,Baking Goods,cup allpurpos flour
41174,Household,cup roll oat
41175,Baking Goods,cup brown sugar
41176,Baking Goods,tablespoon bake powder
41177,Dry Goods,teaspoon ground cinnamon
41178,Dry Goods,cup milk
41179,Dry Goods,egg beaten
41180,Oils,tablespoon veget oil
41181,Produce,cup fresh blueberri
41188,Dry Goods,pound ground turkey
41189,Bread,cup italian bread crumb
41190,Produce,cup thinli slice babi spinach
41191,Dry Goods,egg
41192,Dry Goods,tablespoon onion powder
41193,Dry Goods,tablespoon garlic powder
41200,Produce,cup babi spinach leav
41201,Refrigerator,cup acai juic
41202,Household,cup blueberri
41203,Dry Goods,tablespoon light sour cream
41204,Baking Goods,tablespoon white sugar tast
41205,Produce,tablespoon blackberri
41206,Household,ice cube
41207,Oils,tablespoon oliv oil
41208,Dry Goods,ounc salmon fillet
41209,Dry Goods,salt pepper tast
41210,Produce,ounc grape tomato halv
41211,Baking Goods,cup white wine
41212,Produce,tablespoon fresh dill chop
41213,Refrigerator,lemon wedg
41214,Dry Goods,cup nonfat lowfat milk
41215,Dry Goods,cup dri cranberri currant
41216,Baking Goods,tablespoon dark brown sugar
41217,Dry Goods,pinch pinch salt
41218,Household,cup water
41219,Household,cup quickcook oat
41220,Dry Goods,cup unprocess wheat bran
41221,Produce,slice fresh plum pear appl banana garnish
41222,Produce,banana chop
41223,Dry Goods,tablespoon milk
41224,Refrigerator,tablespoon chunki peanut butter
41225,Produce,ounc dark chocol ghiradelli chop
41226,Oils,tablespoon goya extra virgin oliv oil
41227,Produce,green bell pepper chop
41228,Produce,small onion fine chop
41229,Produce,tablespoon goya minc garlic
41230,Dry Goods,pound ground turkey
41231,Dry Goods,teaspoon ground cumin
41232,Dry Goods,goya adobo allpurpos season pepper tast
41233,Dry Goods,ounc can goya low sodium red kidney bean drain
41234,Dry Goods,ounc can goya tomato sauc
41235,Dry Goods,chipotl chile fine chop oz goya chipotl chile adobo sauc
41236,Cheese,cup shred monterey jack chees
41237,Produce,avocado chop
41238,Produce,coars chop fresh cilantro
